what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326379660765
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326379714078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326379732156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326379734906
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379737109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379737609
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1326379739234
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326379740562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326379741187
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379742468
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326379745437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326379746234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326379769250
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326379771078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326379772687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379773468
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379774046
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379774453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379774703
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379775156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379775578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326379776046
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326379777343
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326379784906
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326379787250
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1326379787609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326379789828
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326379824750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326379825375
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326379825593
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326379826968
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326379827171
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326379827718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1326379828562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1326379828921
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1326379829296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380117468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380117468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380117593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380159625
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380281093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380521216
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380522803
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380523729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326380524467
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383278875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383281156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383284187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383439375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383461062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383467500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383467515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383467593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383472078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326383891093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391780656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391780671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391783406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391794968
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391794984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326391795125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326392242968
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392295062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392295281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392295484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392295687
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392295875
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392296093
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392296281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326392296484
