what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802462284
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802482584
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802485928
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802507545
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802507575
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1325802507579
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1325802514413
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802515022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802528172
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1325802528234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802529935
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802532131
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802532146
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1325802532162
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802584710
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802599818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802615084
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1325802615099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802629333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802656577
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802665388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802668618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325802680531
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802682081
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802691427
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325802691458
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1325802691458
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1325802842888
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1325802945818
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1325803041596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803043432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803045195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803047129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803052490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803052802
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1325803511725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803584300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325803584565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325805055269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325805056739
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1325805087096
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1325805087186
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325805091812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325805106938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325805113097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325805113796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325805638673
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1325805640037
